  icase ,T_1,     T_2,     T_3,     Eff_1,   Eff_2,   W_comp_1,W_exp_1, W_exp_2, W_exp_3, W_exp_4, dtMin_1, dtMin_2, dtMin_3, dtMin_4, dtMin_5, dtMin_6, dtMin_7, dtMin_8, dtMin_9, dtMin_10,dtMin_11,dtAve_1, dtAve_2, dtAve_3, dtAve_4, dtAve_5, dtAve_6, dtAve_7, dtAve_8, dtAve_9, dtAve_10,dtAve_11,     SEC,
     1,           27.000000,           95.000000,          180.000000,            0.750000,            0.600000,        10540.381383,         -484.533041,         -185.575020,         -227.363809,          -12.703836,           23.271346,            6.916810,            9.812421,           10.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           24.696429,           19.826498,           14.705838,           12.476870,           12.808472,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           46.224988,
     2,           27.000000,           95.000000,          180.000000,            0.750000,            0.650000,        10173.599265,         -458.943429,         -185.575020,         -227.363809,          -12.703836,           23.172782,           12.222531,            9.812421,           10.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           24.649415,           19.966892,           14.789327,           12.476870,           12.808472,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           44.587264,
     3,           27.000000,           95.000000,          180.000000,            0.750000,            0.700000,         9888.714522,         -439.067639,         -185.575020,         -227.363809,          -12.703836,           23.106449,           14.093093,            9.812421,           10.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           24.618061,           20.058912,           14.888361,           12.476870,           12.808472,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           43.315221,
     4,           27.000000,           95.000000,          180.000000,            0.750000,            0.750000,         9661.051931,         -423.184100,         -185.575020,         -227.363809,          -12.703836,           23.038061,           14.101436,            9.812421,           10.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           24.585441,           20.284789,           15.050540,           12.476870,           12.808472,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           42.298681,
     5,           27.000000,           95.000000,          180.000000,            0.750000,            0.800000,         9474.944534,         -410.199785,         -185.575020,         -227.363809,          -12.703836,           22.979687,           14.110616,            9.812421,           10.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           24.557597,           20.334108,           15.188841,           12.476870,           12.808472,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           41.467690,
     6,           27.000000,           95.000000,          180.000000,            0.775000,            0.600000,        10200.369081,         -484.533041,         -185.575020,         -227.363809,          -12.703836,           23.271346,            6.916810,            9.812421,           10.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           24.696429,           19.826498,           14.705838,           12.476870,           12.808472,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           44.592928,
     7,           27.000000,           95.000000,          180.000000,            0.775000,            0.650000,         9845.418643,         -458.943429,         -185.575020,         -227.363809,          -12.703836,           23.172782,           12.222531,            9.812421,           10.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           24.649415,           19.966892,           14.789327,           12.476870,           12.808472,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           43.011997,
     8,           27.000000,           95.000000,          180.000000,            0.775000,            0.700000,         9569.723731,         -439.067639,         -185.575020,         -227.363809,          -12.703836,           23.106449,           14.093093,            9.812421,           10.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           24.618061,           20.058912,           14.888361,           12.476870,           12.808472,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           41.784065,
     9,           27.000000,           95.000000,          180.000000,            0.775000,            0.750000,         9349.405094,         -423.184100,         -185.575020,         -227.363809,          -12.703836,           23.038061,           14.101436,            9.812421,           10.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           24.585441,           20.284789,           15.050540,           12.476870,           12.808472,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           40.802776,
    10,           27.000000,           95.000000,          180.000000,            0.775000,            0.800000,         9169.301162,         -410.199785,         -185.575020,         -227.363809,          -12.703836,           22.979687,           14.110616,            9.812421,           10.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           24.557597,           20.334108,           15.188841,           12.476870,           12.808472,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           40.000602,
    11,           27.000000,           95.000000,          180.000000,            0.800000,            0.600000,         9881.607547,         -484.533041,         -185.575020,         -227.363809,          -12.703836,           23.271346,            6.916810,            9.812421,           10.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           24.696429,           19.826498,           14.705838,           12.476870,           12.808472,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           43.062873,
    12,           27.000000,           95.000000,          180.000000,            0.800000,            0.650000,         9537.749311,         -458.943429,         -185.575020,         -227.363809,          -12.703836,           23.172782,           12.222531,            9.812421,           10.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           24.649415,           19.966892,           14.789327,           12.476870,           12.808472,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           41.535184,
    13,           27.000000,           95.000000,          180.000000,            0.800000,            0.700000,         9270.669865,         -439.067639,         -185.575020,         -227.363809,          -12.703836,           23.106449,           14.093093,            9.812421,           10.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           24.618061,           20.058912,           14.888361,           12.476870,           12.808472,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           40.348606,
    14,           27.000000,           95.000000,          180.000000,            0.800000,            0.750000,         9057.236185,         -423.184100,         -185.575020,         -227.363809,          -12.703836,           23.038061,           14.101436,            9.812421,           10.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           24.585441,           20.284789,           15.050540,           12.476870,           12.808472,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           39.400365,
    15,           27.000000,           95.000000,          180.000000,            0.800000,            0.800000,         8882.760500,         -410.199785,         -185.575020,         -227.363809,          -12.703836,           22.979687,           14.110616,            9.812421,           10.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           24.557597,           20.334108,           15.188841,           12.476870,           12.808472,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           38.625207,
    16,           27.000000,           95.000000,          180.000000,            0.825000,            0.600000,         9582.164894,         -484.533041,         -185.575020,         -227.363809,          -12.703836,           23.271346,            6.916810,            9.812421,           10.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           24.696429,           19.826498,           14.705838,           12.476870,           12.808472,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           41.625548,
    17,           27.000000,           95.000000,          180.000000,            0.825000,            0.650000,         9248.726604,         -458.943429,         -185.575020,         -227.363809,          -12.703836,           23.172782,           12.222531,            9.812421,           10.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           24.649415,           19.966892,           14.789327,           12.476870,           12.808472,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           40.147875,
    18,           27.000000,           95.000000,          180.000000,            0.825000,            0.700000,         8989.740475,         -439.067639,         -185.575020,         -227.363809,          -12.703836,           23.106449,           14.093093,            9.812421,           10.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           24.618061,           20.058912,           14.888361,           12.476870,           12.808472,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           39.000145,
    19,           27.000000,           95.000000,          180.000000,            0.825000,            0.750000,         8782.774482,         -423.184100,         -185.575020,         -227.363809,          -12.703836,           23.038061,           14.101436,            9.812421,           10.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           24.585441,           20.284789,           15.050540,           12.476870,           12.808472,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           38.082949,
    20,           27.000000,           95.000000,          180.000000,            0.825000,            0.800000,         8613.585940,         -410.199785,         -185.575020,         -227.363809,          -12.703836,           22.979687,           14.110616,            9.812421,           10.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           24.557597,           20.334108,           15.188841,           12.476870,           12.808472,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           37.333169,
    21,           27.000000,           95.000000,          180.000000,            0.850000,            0.600000,         9300.336515,         -484.533041,         -185.575020,         -227.363809,          -12.703836,           23.271346,            6.916810,            9.812421,           10.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           24.696429,           19.826498,           14.705838,           12.476870,           12.808472,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           40.272772,
    22,           27.000000,           95.000000,          180.000000,            0.850000,            0.650000,         8976.705234,         -458.943429,         -185.575020,         -227.363809,          -12.703836,           23.172782,           12.222531,            9.812421,           10.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           24.649415,           19.966892,           14.789327,           12.476870,           12.808472,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           38.842172,
    23,           27.000000,           95.000000,          180.000000,            0.850000,            0.700000,         8725.336343,         -439.067639,         -185.575020,         -227.363809,          -12.703836,           23.106449,           14.093093,            9.812421,           10.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           24.618061,           20.058912,           14.888361,           12.476870,           12.808472,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           37.731005,
    24,           27.000000,           95.000000,          180.000000,            0.850000,            0.750000,         8524.457586,         -423.184100,         -185.575020,         -227.363809,          -12.703836,           23.038061,           14.101436,            9.812421,           10.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           24.585441,           20.284789,           15.050540,           12.476870,           12.808472,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           36.843028,
    25,           27.000000,           95.000000,          180.000000,            0.850000,            0.800000,         8360.245177,         -410.199785,         -185.575020,         -227.363809,          -12.703836,           22.979687,           14.110616,            9.812421,           10.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           24.557597,           20.334108,           15.188841,           12.476870,           12.808472,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           36.117133,
    26,           27.000000,           95.000000,          182.500000,            0.750000,            0.600000,         9967.396751,         -374.636369,         -185.575020,         -227.363809,          -12.703836,           20.603050,            6.916810,            9.812421,           10.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           22.116386,           18.602234,           14.705838,           12.476870,           12.808472,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           44.002165,
    27,           27.000000,           95.000000,          182.500000,            0.750000,            0.650000,         9697.219117,         -357.701682,         -185.575020,         -227.363809,          -12.703836,           20.522111,           12.222531,            9.812421,           10.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           22.077780,           18.740815,           14.789327,           12.476870,           12.808472,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           42.786599,
    28,           27.000000,           95.000000,          182.500000,            0.750000,            0.700000,         9484.354088,         -344.359352,         -185.575020,         -227.363809,          -12.703836,           20.438933,           14.093093,            9.812421,           10.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           22.037800,           18.836864,           14.888361,           12.476870,           12.808472,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           41.828890,
    29,           27.000000,           95.000000,          182.500000,            0.750000,            0.750000,         9312.313728,         -333.575889,         -185.575020,         -227.363809,          -12.703836,           20.398600,           14.101436,            9.812421,           10.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           22.018862,           19.037188,           15.050540,           12.476870,           12.808472,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           41.054857,
    30,           27.000000,           95.000000,          182.500000,            0.750000,            0.800000,         9170.381378,         -324.679597,         -185.575020,         -227.363809,          -12.703836,           20.350409,           14.110616,            9.812421,           10.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           21.995872,           19.091835,           15.188841,           12.476870,           12.808472,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           40.416284,
    31,           27.000000,           95.000000,          182.500000,            0.775000,            0.600000,         9645.867824,         -374.636369,         -185.575020,         -227.363809,          -12.703836,           20.603050,            6.916810,            9.812421,           10.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           22.116386,           18.602234,           14.705838,           12.476870,           12.808472,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           42.458826,
    32,           27.000000,           95.000000,          182.500000,            0.775000,            0.650000,         9384.405597,         -357.701682,         -185.575020,         -227.363809,          -12.703836,           20.522111,           12.222531,            9.812421,           10.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           22.077780,           18.740815,           14.789327,           12.476870,           12.808472,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           41.285094,
    33,           27.000000,           95.000000,          182.500000,            0.775000,            0.700000,         9178.407182,         -344.359352,         -185.575020,         -227.363809,          -12.703836,           20.438933,           14.093093,            9.812421,           10.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           22.037800,           18.836864,           14.888361,           12.476870,           12.808472,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           40.360345,
    34,           27.000000,           95.000000,          182.500000,            0.775000,            0.750000,         9011.916511,         -333.575889,         -185.575020,         -227.363809,          -12.703836,           20.398600,           14.101436,            9.812421,           10.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           22.018862,           19.037188,           15.050540,           12.476870,           12.808472,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           39.612950,
    35,           27.000000,           95.000000,          182.500000,            0.775000,            0.800000,         8874.562624,         -324.679597,         -185.575020,         -227.363809,          -12.703836,           20.350409,           14.110616,            9.812421,           10.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           21.995872,           19.091835,           15.188841,           12.476870,           12.808472,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           38.996354,
    36,           27.000000,           95.000000,          182.500000,            0.800000,            0.600000,         9344.434454,         -374.636369,         -185.575020,         -227.363809,          -12.703836,           20.603050,            6.916810,            9.812421,           10.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           22.116386,           18.602234,           14.705838,           12.476870,           12.808472,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           41.011946,
    37,           27.000000,           95.000000,          182.500000,            0.800000,            0.650000,         9091.142922,         -357.701682,         -185.575020,         -227.363809,          -12.703836,           20.522111,           12.222531,            9.812421,           10.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           22.077780,           18.740815,           14.789327,           12.476870,           12.808472,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           39.877433,
    38,           27.000000,           95.000000,          182.500000,            0.800000,            0.700000,         8891.581958,         -344.359352,         -185.575020,         -227.363809,          -12.703836,           20.438933,           14.093093,            9.812421,           10.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           22.037800,           18.836864,           14.888361,           12.476870,           12.808472,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           38.983584,
    39,           27.000000,           95.000000,          182.500000,            0.800000,            0.750000,         8730.294120,         -333.575889,         -185.575020,         -227.363809,          -12.703836,           20.398600,           14.101436,            9.812421,           10.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           22.018862,           19.037188,           15.050540,           12.476870,           12.808472,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           38.261163,
    40,           27.000000,           95.000000,          182.500000,            0.800000,            0.800000,         8597.232542,         -324.679597,         -185.575020,         -227.363809,          -12.703836,           20.350409,           14.110616,            9.812421,           10.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           21.995872,           19.091835,           15.188841,           12.476870,           12.808472,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           37.665170,
    41,           27.000000,           95.000000,          182.500000,            0.825000,            0.600000,         9061.269774,         -374.636369,         -185.575020,         -227.363809,          -12.703836,           20.603050,            6.916810,            9.812421,           10.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           22.116386,           18.602234,           14.705838,           12.476870,           12.808472,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           39.652756,
    42,           27.000000,           95.000000,          182.500000,            0.825000,            0.650000,         8815.653743,         -357.701682,         -185.575020,         -227.363809,          -12.703836,           20.522111,           12.222531,            9.812421,           10.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           22.077780,           18.740815,           14.789327,           12.476870,           12.808472,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           38.555085,
    43,           27.000000,           95.000000,          182.500000,            0.825000,            0.700000,         8622.140080,         -344.359352,         -185.575020,         -227.363809,          -12.703836,           20.438933,           14.093093,            9.812421,           10.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           22.037800,           18.836864,           14.888361,           12.476870,           12.808472,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           37.690263,
    44,           27.000000,           95.000000,          182.500000,            0.825000,            0.750000,         8465.739753,         -333.575889,         -185.575020,         -227.363809,          -12.703836,           20.398600,           14.101436,            9.812421,           10.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           22.018862,           19.037188,           15.050540,           12.476870,           12.808472,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           36.991302,
    45,           27.000000,           95.000000,          182.500000,            0.825000,            0.800000,         8336.710344,         -324.679597,         -185.575020,         -227.363809,          -12.703836,           20.350409,           14.110616,            9.812421,           10.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           21.995872,           19.091835,           15.188841,           12.476870,           12.808472,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           36.414663,
    46,           27.000000,           95.000000,          182.500000,            0.850000,            0.600000,         8794.761839,         -374.636369,         -185.575020,         -227.363809,          -12.703836,           20.603050,            6.916810,            9.812421,           10.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           22.116386,           18.602234,           14.705838,           12.476870,           12.808472,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           38.373518,
    47,           27.000000,           95.000000,          182.500000,            0.850000,            0.650000,         8556.369809,         -357.701682,         -185.575020,         -227.363809,          -12.703836,           20.522111,           12.222531,            9.812421,           10.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           22.077780,           18.740815,           14.789327,           12.476870,           12.808472,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           37.310522,
    48,           27.000000,           95.000000,          182.500000,            0.850000,            0.700000,         8368.547725,         -344.359352,         -185.575020,         -227.363809,          -12.703836,           20.438933,           14.093093,            9.812421,           10.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           22.037800,           18.836864,           14.888361,           12.476870,           12.808472,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           36.473020,
    49,           27.000000,           95.000000,          182.500000,            0.850000,            0.750000,         8216.747407,         -333.575889,         -185.575020,         -227.363809,          -12.703836,           20.398600,           14.101436,            9.812421,           10.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           22.018862,           19.037188,           15.050540,           12.476870,           12.808472,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           35.796139,
    50,           27.000000,           95.000000,          182.500000,            0.850000,            0.800000,         8091.512981,         -324.679597,         -185.575020,         -227.363809,          -12.703836,           20.350409,           14.110616,            9.812421,           10.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           21.995872,           19.091835,           15.188841,           12.476870,           12.808472,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           35.237716,
    51,           27.000000,           95.000000,          185.000000,            0.750000,            0.600000,         9462.759121,         -277.848377,         -185.575020,         -227.363809,          -12.703836,           17.920401,            6.916810,            9.812421,           10.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           19.529211,           17.377971,           14.705838,           12.476870,           12.808472,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           42.044487,
    52,           27.000000,           95.000000,          185.000000,            0.750000,            0.650000,         9271.278053,         -267.179333,         -185.575020,         -227.363809,          -12.703836,           17.856565,           12.222531,            9.812421,           10.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           19.498757,           17.514740,           14.789327,           12.476870,           12.808472,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           41.176589,
    53,           27.000000,           95.000000,          185.000000,            0.750000,            0.700000,         9118.482768,         -258.665817,         -185.575020,         -227.363809,          -12.703836,           17.786753,           14.093093,            9.812421,           10.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           19.465135,           17.614818,           14.888361,           12.476870,           12.808472,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           40.484037,
    54,           27.000000,           95.000000,          185.000000,            0.750000,            0.750000,         8993.724957,         -251.714491,         -185.575020,         -227.363809,          -12.703836,           17.759154,           14.101436,            9.812421,           10.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           19.452282,           17.789589,           15.050540,           12.476870,           12.808472,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           39.918566,
    55,           27.000000,           95.000000,          185.000000,            0.750000,            0.800000,         8889.936081,         -245.931530,         -185.575020,         -227.363809,          -12.703836,           17.721147,           14.110616,            9.812421,           10.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           19.434148,           17.849562,           15.188841,           12.476870,           12.808472,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           39.448137,
    56,           27.000000,           95.000000,          185.000000,            0.775000,            0.600000,         9157.508827,         -277.848377,         -185.575020,         -227.363809,          -12.703836,           17.920401,            6.916810,            9.812421,           10.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           19.529211,           17.377971,           14.705838,           12.476870,           12.808472,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           40.579286,
    57,           27.000000,           95.000000,          185.000000,            0.775000,            0.650000,         8972.204567,         -267.179333,         -185.575020,         -227.363809,          -12.703836,           17.856565,           12.222531,            9.812421,           10.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           19.498757,           17.514740,           14.789327,           12.476870,           12.808472,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           39.741037,
    58,           27.000000,           95.000000,          185.000000,            0.775000,            0.700000,         8824.338163,         -258.665817,         -185.575020,         -227.363809,          -12.703836,           17.786753,           14.093093,            9.812421,           10.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           19.465135,           17.614818,           14.888361,           12.476870,           12.808472,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           39.072143,
    59,           27.000000,           95.000000,          185.000000,            0.775000,            0.750000,         8703.604797,         -251.714491,         -185.575020,         -227.363809,          -12.703836,           17.759154,           14.101436,            9.812421,           10.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           19.452282,           17.789589,           15.050540,           12.476870,           12.808472,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           38.525989,
    60,           27.000000,           95.000000,          185.000000,            0.775000,            0.800000,         8603.163949,         -245.931530,         -185.575020,         -227.363809,          -12.703836,           17.721147,           14.110616,            9.812421,           10.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           19.434148,           17.849562,           15.188841,           12.476870,           12.808472,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           38.071631,
    61,           27.000000,           95.000000,          185.000000,            0.800000,            0.600000,         8871.336676,         -277.848377,         -185.575020,         -227.363809,          -12.703836,           17.920401,            6.916810,            9.812421,           10.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           19.529211,           17.377971,           14.705838,           12.476870,           12.808472,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           39.205659,
    62,           27.000000,           95.000000,          185.000000,            0.800000,            0.650000,         8691.823175,         -267.179333,         -185.575020,         -227.363809,          -12.703836,           17.856565,           12.222531,            9.812421,           10.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           19.498757,           17.514740,           14.789327,           12.476870,           12.808472,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           38.395206,
    63,           27.000000,           95.000000,          185.000000,            0.800000,            0.700000,         8548.577595,         -258.665817,         -185.575020,         -227.363809,          -12.703836,           17.786753,           14.093093,            9.812421,           10.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           19.465135,           17.614818,           14.888361,           12.476870,           12.808472,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           37.748492,
    64,           27.000000,           95.000000,          185.000000,            0.800000,            0.750000,         8431.617147,         -251.714491,         -185.575020,         -227.363809,          -12.703836,           17.759154,           14.101436,            9.812421,           10.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           19.452282,           17.789589,           15.050540,           12.476870,           12.808472,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           37.220448,
