  icase ,T_1,     T_2,     T_3,     Eff_1,   Eff_2,   W_comp_1,W_exp_1, W_exp_2, W_exp_3, W_exp_4, dtMin_1, dtMin_2, dtMin_3, dtMin_4, dtMin_5, dtMin_6, dtMin_7, dtMin_8, dtMin_9, dtMin_10,dtMin_11,dtAve_1, dtAve_2, dtAve_3, dtAve_4, dtAve_5, dtAve_6, dtAve_7, dtAve_8, dtAve_9, dtAve_10,dtAve_11,     SEC,
    66,           27.000000,           95.000000,          185.000000,            0.825000,            0.600000,         8602.508292,         -277.848377,         -185.575020,         -227.363809,          -12.703836,           17.920401,            6.916810,            9.812421,           10.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           19.529211,           17.377971,           14.705838,           12.476870,           12.808472,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           37.915283,
    67,           27.000000,           95.000000,          185.000000,            0.825000,            0.650000,         8428.434594,         -267.179333,         -185.575020,         -227.363809,          -12.703836,           17.856565,           12.222531,            9.812421,           10.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           19.498757,           17.514740,           14.789327,           12.476870,           12.808472,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           37.130941,
    68,           27.000000,           95.000000,          185.000000,            0.825000,            0.700000,         8289.529789,         -258.665817,         -185.575020,         -227.363809,          -12.703836,           17.786753,           14.093093,            9.812421,           10.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           19.465135,           17.614818,           14.888361,           12.476870,           12.808472,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           36.505063,
    69,           27.000000,           95.000000,          185.000000,            0.825000,            0.750000,         8176.113597,         -251.714491,         -185.575020,         -227.363809,          -12.703836,           17.759154,           14.101436,            9.812421,           10.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           19.452282,           17.789589,           15.050540,           12.476870,           12.808472,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           35.994031,
    70,           27.000000,           95.000000,          185.000000,            0.825000,            0.800000,         8081.760073,         -245.931530,         -185.575020,         -227.363809,          -12.703836,           17.721147,           14.110616,            9.812421,           10.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           19.434148,           17.849562,           15.188841,           12.476870,           12.808472,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           35.568892,
    71,           27.000000,           95.000000,          185.000000,            0.850000,            0.600000,         8349.493342,         -277.848377,         -185.575020,         -227.363809,          -12.703836,           17.920401,            6.916810,            9.812421,           10.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           19.529211,           17.377971,           14.705838,           12.476870,           12.808472,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           36.700811,
    72,           27.000000,           95.000000,          185.000000,            0.850000,            0.650000,         8180.539459,         -267.179333,         -185.575020,         -227.363809,          -12.703836,           17.856565,           12.222531,            9.812421,           10.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           19.498757,           17.514740,           14.789327,           12.476870,           12.808472,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           35.941044,
    73,           27.000000,           95.000000,          185.000000,            0.850000,            0.700000,         8045.720090,         -258.665817,         -185.575020,         -227.363809,          -12.703836,           17.786753,           14.093093,            9.812421,           10.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           19.465135,           17.614818,           14.888361,           12.476870,           12.808472,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           35.334776,
    74,           27.000000,           95.000000,          185.000000,            0.850000,            0.750000,         7935.639668,         -251.714491,         -185.575020,         -227.363809,          -12.703836,           17.759154,           14.101436,            9.812421,           10.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           19.452282,           17.789589,           15.050540,           12.476870,           12.808472,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           34.839756,
    75,           27.000000,           95.000000,          185.000000,            0.850000,            0.800000,         7844.061248,         -245.931530,         -185.575020,         -227.363809,          -12.703836,           17.721147,           14.110616,            9.812421,           10.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           19.434148,           17.849562,           15.188841,           12.476870,           12.808472,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           34.427938,
    76,           27.000000,           95.000000,          187.500000,            0.750000,            0.600000,         9014.927800,         -191.955607,         -185.575020,         -227.363809,          -12.703836,           15.220488,            6.916810,            9.812421,           10.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           16.933464,           16.153710,           14.705838,           12.476870,           12.808472,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           40.307182,
    77,           27.000000,           95.000000,          187.500000,            0.750000,            0.650000,         8888.168030,         -185.759511,         -185.575020,         -227.363809,          -12.703836,           15.173508,           12.222531,            9.812421,           10.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           16.911043,           16.288666,           14.789327,           12.476870,           12.808472,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           39.728476,
    78,           27.000000,           95.000000,          187.500000,            0.750000,            0.700000,         8785.854762,         -180.758386,         -185.575020,         -227.363809,          -12.703836,           15.152320,           14.093093,            9.812421,           10.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           16.901258,           16.392772,           14.888361,           12.476870,           12.808472,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           39.261378,
    79,           27.000000,           95.000000,          187.500000,            0.750000,            0.750000,         8701.537799,         -176.636915,         -185.575020,         -227.363809,          -12.703836,           15.101817,           14.101436,            9.812421,           10.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           16.876828,           16.541990,           15.050540,           12.476870,           12.808472,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           38.876440,
    80,           27.000000,           95.000000,          187.500000,            0.750000,            0.800000,         8630.852913,         -173.181796,         -185.575020,         -227.363809,          -12.703836,           15.073846,           14.110616,            9.812421,           10.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           16.863477,           16.607290,           15.188841,           12.476870,           12.808472,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           38.553737,
    81,           27.000000,           95.000000,          187.500000,            0.775000,            0.600000,         8724.123677,         -191.955607,         -185.575020,         -227.363809,          -12.703836,           15.220488,            6.916810,            9.812421,           10.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           16.933464,           16.153710,           14.705838,           12.476870,           12.808472,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           38.911322,
    82,           27.000000,           95.000000,          187.500000,            0.775000,            0.650000,         8601.452932,         -185.759511,         -185.575020,         -227.363809,          -12.703836,           15.173508,           12.222531,            9.812421,           10.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           16.911043,           16.288666,           14.789327,           12.476870,           12.808472,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           38.352244,
    83,           27.000000,           95.000000,          187.500000,            0.775000,            0.700000,         8502.440092,         -180.758386,         -185.575020,         -227.363809,          -12.703836,           15.152320,           14.093093,            9.812421,           10.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           16.901258,           16.392772,           14.888361,           12.476870,           12.808472,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           37.900988,
    84,           27.000000,           95.000000,          187.500000,            0.775000,            0.750000,         8420.843031,         -176.636915,         -185.575020,         -227.363809,          -12.703836,           15.101817,           14.101436,            9.812421,           10.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           16.876828,           16.541990,           15.050540,           12.476870,           12.808472,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           37.529105,
    85,           27.000000,           95.000000,          187.500000,            0.775000,            0.800000,         8352.438303,         -173.181796,         -185.575020,         -227.363809,          -12.703836,           15.073846,           14.110616,            9.812421,           10.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           16.863477,           16.607290,           15.188841,           12.476870,           12.808472,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           37.217347,
    86,           27.000000,           95.000000,          187.500000,            0.800000,            0.600000,         8451.494813,         -191.955607,         -185.575020,         -227.363809,          -12.703836,           15.220488,            6.916810,            9.812421,           10.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           16.933464,           16.153710,           14.705838,           12.476870,           12.808472,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           37.602704,
    87,           27.000000,           95.000000,          187.500000,            0.800000,            0.650000,         8332.657528,         -185.759511,         -185.575020,         -227.363809,          -12.703836,           15.173508,           12.222531,            9.812421,           10.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           16.911043,           16.288666,           14.789327,           12.476870,           12.808472,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           37.062026,
    88,           27.000000,           95.000000,          187.500000,            0.800000,            0.700000,         8236.738839,         -180.758386,         -185.575020,         -227.363809,          -12.703836,           15.152320,           14.093093,            9.812421,           10.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           16.901258,           16.392772,           14.888361,           12.476870,           12.808472,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           36.625622,
    89,           27.000000,           95.000000,          187.500000,            0.800000,            0.750000,         8157.691686,         -176.636915,         -185.575020,         -227.363809,          -12.703836,           15.101817,           14.101436,            9.812421,           10.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           16.876828,           16.541990,           15.050540,           12.476870,           12.808472,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           36.265978,
    90,           27.000000,           95.000000,          187.500000,            0.800000,            0.800000,         8091.424606,         -173.181796,         -185.575020,         -227.363809,          -12.703836,           15.073846,           14.110616,            9.812421,           10.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           16.863477,           16.607290,           15.188841,           12.476870,           12.808472,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           35.964481,
    91,           27.000000,           95.000000,          187.500000,            0.825000,            0.600000,         8195.388909,         -191.955607,         -185.575020,         -227.363809,          -12.703836,           15.220488,            6.916810,            9.812421,           10.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           16.933464,           16.153710,           14.705838,           12.476870,           12.808472,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           36.373395,
    92,           27.000000,           95.000000,          187.500000,            0.825000,            0.650000,         8080.152754,         -185.759511,         -185.575020,         -227.363809,          -12.703836,           15.173508,           12.222531,            9.812421,           10.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           16.911043,           16.288666,           14.789327,           12.476870,           12.808472,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           35.850003,
    93,           27.000000,           95.000000,          187.500000,            0.825000,            0.700000,         7987.140693,         -180.758386,         -185.575020,         -227.363809,          -12.703836,           15.152320,           14.093093,            9.812421,           10.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           16.901258,           16.392772,           14.888361,           12.476870,           12.808472,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           35.427551,
    94,           27.000000,           95.000000,          187.500000,            0.825000,            0.750000,         7910.488908,         -176.636915,         -185.575020,         -227.363809,          -12.703836,           15.101817,           14.101436,            9.812421,           10.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           16.876828,           16.541990,           15.050540,           12.476870,           12.808472,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           35.079405,
    95,           27.000000,           95.000000,          187.500000,            0.825000,            0.800000,         7846.229921,         -173.181796,         -185.575020,         -227.363809,          -12.703836,           15.073846,           14.110616,            9.812421,           10.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           16.863477,           16.607290,           15.188841,           12.476870,           12.808472,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           34.787546,
    96,           27.000000,           95.000000,          187.500000,            0.850000,            0.600000,         7954.348059,         -191.955607,         -185.575020,         -227.363809,          -12.703836,           15.220488,            6.916810,            9.812421,           10.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           16.933464,           16.153710,           14.705838,           12.476870,           12.808472,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           35.216399,
    97,           27.000000,           95.000000,          187.500000,            0.850000,            0.650000,         7842.501203,         -185.759511,         -185.575020,         -227.363809,          -12.703836,           15.173508,           12.222531,            9.812421,           10.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           16.911043,           16.288666,           14.789327,           12.476870,           12.808472,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           34.709276,
    98,           27.000000,           95.000000,          187.500000,            0.850000,            0.700000,         7752.224790,         -180.758386,         -185.575020,         -227.363809,          -12.703836,           15.152320,           14.093093,            9.812421,           10.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           16.901258,           16.392772,           14.888361,           12.476870,           12.808472,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           34.299954,
    99,           27.000000,           95.000000,          187.500000,            0.850000,            0.750000,         7677.827469,         -176.636915,         -185.575020,         -227.363809,          -12.703836,           15.101817,           14.101436,            9.812421,           10.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           16.876828,           16.541990,           15.050540,           12.476870,           12.808472,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           33.962630,
   100,           27.000000,           95.000000,          187.500000,            0.850000,            0.800000,         7615.458453,         -173.181796,         -185.575020,         -227.363809,          -12.703836,           15.073846,           14.110616,            9.812421,           10.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           16.863477,           16.607290,           15.188841,           12.476870,           12.808472,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           33.679843,
   101,           27.000000,           95.000000,          190.000000,            0.750000,            0.600000,         8614.821913,         -115.216385,         -185.575020,         -227.363809,          -12.703836,           12.536898,            6.916810,            9.812421,           10.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           14.345795,           14.929450,           14.705838,           12.476870,           12.808472,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           38.755022,
   102,           27.000000,           95.000000,          190.000000,            0.750000,            0.650000,         8541.737852,         -112.134953,         -185.575020,         -227.363809,          -12.703836,           12.507112,           12.222531,            9.812421,           10.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           14.331578,           15.062593,           14.789327,           12.476870,           12.808472,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           38.419009,
   103,           27.000000,           95.000000,          190.000000,            0.750000,            0.700000,         8482.136133,         -109.621984,         -185.575020,         -227.363809,          -12.703836,           12.500972,           14.093093,            9.812421,           10.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           14.328986,           15.170728,           14.888361,           12.476870,           12.808472,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           38.144983,
   104,           27.000000,           95.000000,          190.000000,            0.750000,            0.750000,         8432.600902,         -107.533433,         -185.575020,         -227.363809,          -12.703836,           12.461660,           14.101436,            9.812421,           10.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           14.309882,           15.294393,           15.050540,           12.476870,           12.808472,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           37.917239,
   105,           27.000000,           95.000000,          190.000000,            0.750000,            0.800000,         8390.780578,         -105.770170,         -185.575020,         -227.363809,          -12.703836,           12.462664,           14.110616,            9.812421,           10.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           14.310704,           15.365018,           15.188841,           12.476870,           12.808472,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           37.724965,
   106,           27.000000,           95.000000,          190.000000,            0.775000,            0.600000,         8336.924432,         -115.216385,         -185.575020,         -227.363809,          -12.703836,           12.536898,            6.916810,            9.812421,           10.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           14.345795,           14.929450,           14.705838,           12.476870,           12.808472,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           37.421114,
   107,           27.000000,           95.000000,          190.000000,            0.775000,            0.650000,         8266.197922,         -112.134953,         -185.575020,         -227.363809,          -12.703836,           12.507112,           12.222531,            9.812421,           10.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           14.331578,           15.062593,           14.789327,           12.476870,           12.808472,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           37.096418,
   108,           27.000000,           95.000000,          190.000000,            0.775000,            0.700000,         8208.518839,         -109.621984,         -185.575020,         -227.363809,          -12.703836,           12.500972,           14.093093,            9.812421,           10.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           14.328986,           15.170728,           14.888361,           12.476870,           12.808472,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           36.831620,
   109,           27.000000,           95.000000,          190.000000,            0.775000,            0.750000,         8160.581518,         -107.533433,         -185.575020,         -227.363809,          -12.703836,           12.461660,           14.101436,            9.812421,           10.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           14.309882,           15.294393,           15.050540,           12.476870,           12.808472,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           36.611546,
   110,           27.000000,           95.000000,          190.000000,            0.775000,            0.800000,         8120.110236,         -105.770170,         -185.575020,         -227.363809,          -12.703836,           12.462664,           14.110616,            9.812421,           10.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           14.310704,           15.365018,           15.188841,           12.476870,           12.808472,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           36.425748,
   111,           27.000000,           95.000000,          190.000000,            0.800000,            0.600000,         8076.395543,         -115.216385,         -185.575020,         -227.363809,          -12.703836,           12.536898,            6.916810,            9.812421,           10.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           14.345795,           14.929450,           14.705838,           12.476870,           12.808472,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           36.170575,
   112,           27.000000,           95.000000,          190.000000,            0.800000,            0.650000,         8007.879237,         -112.134953,         -185.575020,         -227.363809,          -12.703836,           12.507112,           12.222531,            9.812421,           10.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           14.331578,           15.062593,           14.789327,           12.476870,           12.808472,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           35.856488,
   113,           27.000000,           95.000000,          190.000000,            0.800000,            0.700000,         7952.002625,         -109.621984,         -185.575020,         -227.363809,          -12.703836,           12.500972,           14.093093,            9.812421,           10.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           14.328986,           15.170728,           14.888361,           12.476870,           12.808472,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           35.600343,
   114,           27.000000,           95.000000,          190.000000,            0.800000,            0.750000,         7905.563346,         -107.533433,         -185.575020,         -227.363809,          -12.703836,           12.461660,           14.101436,            9.812421,           10.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           14.309882,           15.294393,           15.050540,           12.476870,           12.808472,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           35.387459,
   115,           27.000000,           95.000000,          190.000000,            0.800000,            0.800000,         7866.356792,         -105.770170,         -185.575020,         -227.363809,          -12.703836,           12.462664,           14.110616,            9.812421,           10.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           14.310704,           15.365018,           15.188841,           12.476870,           12.808472,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           35.207731,
   116,           27.000000,           95.000000,          190.000000,            0.825000,            0.600000,         7831.656284,         -115.216385,         -185.575020,         -227.363809,          -12.703836,           12.536898,            6.916810,            9.812421,           10.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           14.345795,           14.929450,           14.705838,           12.476870,           12.808472,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           34.995827,
   117,           27.000000,           95.000000,          190.000000,            0.825000,            0.650000,         7765.216229,         -112.134953,         -185.575020,         -227.363809,          -12.703836,           12.507112,           12.222531,            9.812421,           10.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           14.331578,           15.062593,           14.789327,           12.476870,           12.808472,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           34.691706,
   118,           27.000000,           95.000000,          190.000000,            0.825000,            0.700000,         7711.032848,         -109.621984,         -185.575020,         -227.363809,          -12.703836,           12.500972,           14.093093,            9.812421,           10.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           14.328986,           15.170728,           14.888361,           12.476870,           12.808472,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           34.443688,
   119,           27.000000,           95.000000,          190.000000,            0.825000,            0.750000,         7666.000820,         -107.533433,         -185.575020,         -227.363809,          -12.703836,           12.461660,           14.101436,            9.812421,           10.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           14.309882,           15.294393,           15.050540,           12.476870,           12.808472,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           34.237559,
   120,           27.000000,           95.000000,          190.000000,            0.825000,            0.800000,         7627.982343,         -105.770170,         -185.575020,         -227.363809,          -12.703836,           12.462664,           14.110616,            9.812421,           10.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           14.310704,           15.365018,           15.188841,           12.476870,           12.808472,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           34.063534,
   121,           27.000000,           95.000000,          190.000000,            0.850000,            0.600000,         7601.313452,         -115.216385,         -185.575020,         -227.363809,          -12.703836,           12.536898,            6.916810,            9.812421,           10.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           14.345795,           14.929450,           14.705838,           12.476870,           12.808472,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           33.890181,
   122,           27.000000,           95.000000,          190.000000,            0.850000,            0.650000,         7536.827517,         -112.134953,         -185.575020,         -227.363809,          -12.703836,           12.507112,           12.222531,            9.812421,           10.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           14.331578,           15.062593,           14.789327,           12.476870,           12.808472,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           33.595440,
   123,           27.000000,           95.000000,          190.000000,            0.850000,            0.700000,         7484.237765,         -109.621984,         -185.575020,         -227.363809,          -12.703836,           12.500972,           14.093093,            9.812421,           10.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           14.328986,           15.170728,           14.888361,           12.476870,           12.808472,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           33.355071,
   124,           27.000000,           95.000000,          190.000000,            0.850000,            0.750000,         7440.530208,         -107.533433,         -185.575020,         -227.363809,          -12.703836,           12.461660,           14.101436,            9.812421,           10.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           14.309882,           15.294393,           15.050540,           12.476870,           12.808472,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           33.155300,
   125,           27.000000,           95.000000,          190.000000,            0.850000,            0.800000,         7403.629921,         -105.770170,         -185.575020,         -227.363809,          -12.703836,           12.462664,           14.110616,            9.812421,           10.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           14.310704,           15.365018,           15.188841,           12.476870,           12.808472,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           32.986642,
   126,           27.000000,           97.500000,          180.000000,            0.750000,            0.600000,        10082.556479,         -528.185316,         -109.981276,         -227.363809,          -12.703836,           23.162219,            6.916810,            7.292522,            7.500000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           24.644659,           18.524685,           12.123198,            9.929909,           11.565929,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           44.180747,
   127,           27.000000,           97.500000,          180.000000,            0.750000,            0.650000,         9682.730575,         -500.290325,         -109.981276,         -227.363809,          -12.703836,           23.029063,           11.393659,            7.292522,            7.500000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           24.580855,           18.723940,           12.222088,            9.929909,           11.565929,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           42.395479,
   128,           27.000000,           97.500000,          180.000000,            0.750000,            0.700000,         9372.179967,         -478.623860,         -109.981276,         -227.363809,          -12.703836,           22.946449,           11.401740,            7.292522,            7.500000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           24.541742,           18.727738,           12.365592,            9.929909,           11.565929,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           41.008835,
   129,           27.000000,           97.500000,          180.000000,            0.750000,            0.750000,         9124.006980,         -461.309361,         -109.981276,         -227.363809,          -12.703836,           22.846445,           11.410630,            7.292522,            7.500000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           24.493724,           18.928644,           12.554676,            9.929909,           11.565929,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           39.900714,
   130,           27.000000,           97.500000,          180.000000,            0.750000,            0.800000,         8921.132902,         -447.155270,         -109.981276,         -227.363809,          -12.703836,           22.791405,           11.420426,            7.292522,            7.500000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           24.467775,           18.975585,           12.822303,            9.929909,           11.565929,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           38.994858,
